,loss,accuracy,val_loss,val_accuracy
82,0.33800727128982544,0.8725590705871582,0.37030404806137085,0.8704000115394592
83,0.30121150612831116,0.8900308609008789,0.31156209111213684,0.8863999843597412
84,0.31084200739860535,0.8794107437133789,0.3467455506324768,0.8712000250816345
85,0.3691607117652893,0.8588557839393616,0.29131725430488586,0.9039999842643738
86,0.37195199728012085,0.8591983318328857,0.33995652198791504,0.8744000196456909
87,0.2935512065887451,0.8903734087944031,0.3120689392089844,0.8880000114440918
88,0.349902480840683,0.8725590705871582,0.3119950294494629,0.8776000142097473
89,0.3728705942630768,0.8633093237876892,0.34064361453056335,0.8744000196456909
90,0.33767208456993103,0.871188759803772,0.3423067033290863,0.8744000196456909
91,0.3723510503768921,0.8520041108131409,0.4050310254096985,0.8560000061988831
92,0.3880026936531067,0.8502911925315857,0.4895208477973938,0.8295999765396118
93,0.3850562572479248,0.8547447919845581,0.32004085183143616,0.8871999979019165
94,0.33698904514312744,0.8732442855834961,0.38129785656929016,0.8672000169754028
95,0.37717339396476746,0.8674203753471375,0.28203916549682617,0.8960000276565552
96,0.3013593256473541,0.8883179426193237,0.3145814836025238,0.8895999789237976
97,0.32857829332351685,0.8701609969139099,0.5199705362319946,0.823199987411499
98,0.4086799621582031,0.8372730612754822,0.3121711313724518,0.8840000033378601
99,0.306632399559021,0.8879753351211548,0.3086174428462982,0.8888000249862671
