,loss,accuracy,val_loss,val_accuracy
0,3.170236587524414,0.35902705788612366,0.7942343354225159,0.6344000101089478
1,1.0513211488723755,0.4998286962509155,0.7841266393661499,0.6679999828338623
2,0.7184620499610901,0.6998972296714783,0.7395951747894287,0.597599983215332
3,0.659300684928894,0.7314148545265198,0.5519244074821472,0.7656000256538391
4,0.6379354596138,0.7444330453872681,0.5051829218864441,0.823199987411499
5,0.5975416898727417,0.7571085691452026,0.4743402898311615,0.8416000008583069
6,0.573911190032959,0.7667009234428406,0.5655312538146973,0.7391999959945679
7,0.5973977446556091,0.742377519607544,0.43255820870399475,0.8303999900817871
8,0.5502521395683289,0.779033899307251,0.4957203269004822,0.8136000037193298
9,0.5959697365760803,0.7355258464813232,0.5359371900558472,0.7599999904632568
10,0.49299290776252747,0.8126070499420166,0.3928467929363251,0.8528000116348267
11,0.4865857660770416,0.815690279006958,0.37882521748542786,0.8672000169754028
12,0.5090757012367249,0.7951353192329407,0.419356107711792,0.8479999899864197
13,0.5133131146430969,0.7937650084495544,0.6482951045036316,0.7319999933242798
14,0.5150125622749329,0.7852004170417786,0.41404515504837036,0.8583999872207642
15,0.4536115527153015,0.8211716413497925,0.3812752068042755,0.8712000250816345
16,0.5332860350608826,0.7807468175888062,0.5116502046585083,0.7960000038146973
17,0.5018666982650757,0.7906817197799683,0.45081108808517456,0.8367999792098999
18,0.43031516671180725,0.8362452983856201,0.6071311235427856,0.7408000230789185
19,0.5442986488342285,0.7721822261810303,0.6207247376441956,0.741599977016449
20,0.5581953525543213,0.7677286863327026,0.35898736119270325,0.8632000088691711
21,0.4231105446815491,0.8383007645606995,0.3443661332130432,0.8776000142097473
22,0.4247126877307892,0.8413840532302856,0.4770181179046631,0.8167999982833862
23,0.4187856614589691,0.8376156091690063,0.4174309968948364,0.848800003528595
24,0.39402666687965393,0.8547447919845581,0.3699661195278168,0.8575999736785889
25,0.4337601959705353,0.8287084698677063,0.4168210029602051,0.8456000089645386
26,0.4231163263320923,0.8406988978385925,0.4713844358921051,0.8312000036239624
27,0.432574987411499,0.8379582166671753,0.3754594922065735,0.8456000089645386
28,0.3943514823913574,0.8506338000297546,0.3228517770767212,0.8759999871253967
29,0.37272730469703674,0.8660500049591064,0.3695460259914398,0.8672000169754028
30,0.38290292024612427,0.8475505113601685,0.3522864878177643,0.8655999898910522
31,0.3788154125213623,0.8585131764411926,0.3510721027851105,0.8664000034332275
32,0.3897463083267212,0.8451524376869202,0.31186720728874207,0.8784000277519226
33,0.4949682354927063,0.8036999106407166,0.43385809659957886,0.823199987411499
34,0.45940402150154114,0.8184309601783752,0.5393801331520081,0.8023999929428101
35,0.4327844977378845,0.8184309601783752,0.48224419355392456,0.8271999955177307
36,0.393115758895874,0.8458375930786133,0.30793774127960205,0.8840000033378601
37,0.40444236993789673,0.8386433720588684,0.3237150013446808,0.8712000250816345
38,0.3610457181930542,0.8598835468292236,0.36267486214637756,0.8664000034332275
39,0.3838707208633423,0.8605687022209167,0.39496609568595886,0.8456000089645386
40,0.37217575311660767,0.862966775894165,0.3802565634250641,0.8623999953269958
41,0.41556569933891296,0.8365878462791443,0.3818891942501068,0.8655999898910522
42,0.3681976795196533,0.8554299473762512,0.3032509386539459,0.8855999708175659
43,0.3787241280078888,0.8585131764411926,0.32473257184028625,0.8791999816894531
44,0.34604883193969727,0.8681055307388306,0.32518142461776733,0.8831999897956848
45,0.3437797427177429,0.8766701221466064,0.4425029158592224,0.8407999873161316
46,0.36145785450935364,0.8650222420692444,0.31839630007743835,0.8687999844551086
47,0.4385671019554138,0.8228845596313477,0.6446142196655273,0.7616000175476074
48,0.4174649119377136,0.8372730612754822,0.3790965676307678,0.86080002784729
49,0.4278308153152466,0.8331620693206787,0.5335921049118042,0.7720000147819519
50,0.39900022745132446,0.8424117565155029,0.6027685403823853,0.7832000255584717
51,0.37981879711151123,0.8478931188583374,0.3638474643230438,0.8615999817848206
52,0.40408051013946533,0.8417266011238098,0.30768486857414246,0.8831999897956848
53,0.34389764070510864,0.8694758415222168,0.39628103375434875,0.8496000170707703
54,0.32209041714668274,0.8842068910598755,0.3693442940711975,0.8600000143051147
55,0.35575252771377563,0.8568002581596375,0.4215184450149536,0.8479999899864197
56,0.39106035232543945,0.8571428656578064,0.39303040504455566,0.8568000197410583
57,0.32390353083610535,0.8821514248847961,0.2991408407688141,0.8920000195503235
58,0.35752901434898376,0.8715313673019409,0.3645680248737335,0.871999979019165
59,0.4595550000667572,0.825282633304596,0.6491890549659729,0.7192000150680542
60,0.3872182071208954,0.8475505113601685,0.36676087975502014,0.8704000115394592
61,0.3329106271266937,0.8807811141014099,0.30137506127357483,0.8855999708175659
62,0.32355594635009766,0.8780404329299927,0.37749993801116943,0.8695999979972839
63,0.33166033029556274,0.8780404329299927,0.3699401021003723,0.8655999898910522
64,0.34344419836997986,0.8732442855834961,0.31086957454681396,0.8944000005722046
65,0.40174803137779236,0.8475505113601685,0.3058355152606964,0.8880000114440918
66,0.3213169574737549,0.8828365802764893,0.3016681373119354,0.8855999708175659
67,0.33160096406936646,0.880095899105072,0.5307657122612,0.8127999901771545
68,0.36940300464630127,0.8547447919845581,0.37104663252830505,0.8695999979972839
69,0.32727089524269104,0.8790681958198547,0.3694530725479126,0.8592000007629395
70,0.3442656397819519,0.8681055307388306,0.4460892677307129,0.8223999738693237
71,0.4132738709449768,0.8369304537773132,0.3395862877368927,0.8776000142097473
72,0.3108128011226654,0.8848921060562134,0.37472888827323914,0.8655999898910522
73,0.4716343581676483,0.8126070499420166,0.35635071992874146,0.8727999925613403
74,0.30573517084121704,0.8900308609008789,0.34953218698501587,0.8759999871253967
75,0.3057806193828583,0.8842068910598755,0.3853999376296997,0.8623999953269958
76,0.3940304219722748,0.8482357263565063,0.39819517731666565,0.8528000116348267
77,0.4680485129356384,0.8167180418968201,0.6342228055000305,0.7839999794960022
78,0.5217761993408203,0.7971908450126648,0.5905722379684448,0.8064000010490417
79,0.3690679371356964,0.861939013004303,0.34720999002456665,0.8744000196456909
80,0.3147892951965332,0.8855772614479065,0.526864767074585,0.8199999928474426
81,0.39077019691467285,0.8485782742500305,0.46952947974205017,0.8320000171661377
